Id?empleado;Name;Apellido;birth_date;género;area;salary;star_date;finish_date;promotion_date;type
55-8255146;Huntlee;Andrault;5/13/1986;hombre;Marketing;$ 145,81;8/4/2019;;;1
55-8257653;Christal;Bossingham;4/12/1991;mujer;Engineering;$ 79,10;9/20/2002;2008-09-08 17:46:57 UTC;;0
55-8264169;Milton;Gellion;4/4/1978;mujer;Sales;$ 167,07;8/1/2014;;;1
55-8264837;Padgett;Claridge;9/22/1983;hombre;Engineering;$ 102,15;8/17/2001;;;1
55-8402141;Dewain;Lethbridge;9/27/1972;hombre;Engineering;$ 106,91;8/18/2019;;;1
55-8466153;Aimee;Deplacido;9/21/1966;mujer;Engineering;$ 148,91;6/27/2011;;;1
55-8498732;Janetta;Hubbocks;5/31/1975;mujer;Accounting;$ 90,05;7/27/2020;;;1
55-8501859;Meridith;Goulborn;7/4/1966;mujer;Sales;$ 143,84;7/17/2020;;;1
55-8515482;Redd;Oliveti;7/21/1976;mujer;Business Development;$ 155,55;6/18/2009;2019-02-06 07:28:10 UTC;;1
55-8529006;Vyky;Fenkel;9/22/1995;mujer;Sales;$ 82,37;6/15/2003;;;0
55-8631025;Kristina;Hannon;8/23/1984;mujer;Engineering;$ 131,71;3/13/2011;;;1
55-8644056;Sloane;Rawdales;1/5/1978;hombre;Accounting;$ 142,39;5/6/2012;;;0
55-8663813;Silva;O'Flaherty;1/11/1992;hombre;Engineering;$ 107,32;8/22/2008;2017-03-25 08:40:26 UTC;;1
55-8681655;Nathanil;MattiCCI;8/28/1982;mujer;Business Development;$ 100,80;8/15/2006;;;0
55-8697377;Arleta;Papes;7/22/2000;mujer;Training;$ 79,10;3/27/2005;;;1
55-8704003;Huntley;Flute;1/9/1980;mujer;Engineering;$ 68,09;4/21/2005;;;1
55-8710530;Zahara;Carse;8/28/1993;mujer;Services;$ 110,79;6/12/2017;;;0
55-8720594;Philipa;Qualtro;12/12/1983;hombre;Services;$ 177,99;3/24/2016;;;1
55-8762117;Britt;Ennor;6/21/1973;mujer;Engineering;$ 153,17;11/12/2003;;;1
55-8772040;Tiler;Cuddihy;4/26/1985;mujer;Business Development;$ 91,77;7/24/2002;;;1
55-8789708;Gerik;Kliesl;2/8/1989;hombre;Engineering;$ 82,24;5/2/2003;;;0
55-8915299;Bel;Connah;3/8/1998;mujer;Support;$ 134,52;10/4/2012;2020-03-12 03:03:08 UTC;;0
55-8942877;Blane;Bensen;6/1/1975;mujer;Research and Development;$ 114,06;1/10/2009;2029-01-17 15:51:12 UTC;;1
55-8954132;Regan;Loblie;3/20/1989;hombre;Engineering;$ 107,29;7/4/2007;;;1
55-8996774;Rheba;Dickman;11/27/1986;mujer;Accounting;$ 154,93;5/8/2001;;;1
55-9027079;Simone;Balthasar;3/16/1979;mujer;Engineering;$ 150,91;8/1/2012;;;0
55-9083943;Deanne;Chamberlin;8/10/1988;hombre;Training;$ 148,05;11/5/2012;;;0
55-9091390;Marin;Condell;3/6/1993;mujer;Accounting;$ 107,96;2/9/2018;;;0
55-9099738;Sal;Woodburne;9/20/1994;mujer;Engineering;$ 173,41;8/30/2007;;;0
55-9226699;Starr;Tomaselli;2/11/2000;mujer;Engineering;$ 167,94;2/26/2013;;;0
55-9232484;Kary;Gosenell;9/20/1974;mujer;Research and Development;$ 135,48;1/13/2012;;;0
55-9254634;Dwight;Korpolak;12/5/1993;hombre;Human Resources;$ 168,54;4/7/2004;;;1
55-9309597;Nikolas;Bernini;9/13/1985;mujer;Engineering;$ 121,48;9/29/2002;;;1
55-9320102;Zaria;Chace;12/2/1981;mujer;Engineering;$ 131,05;10/10/2019;;;1
55-9384210;Nanete;Vater;7/7/2001;mujer;Engineering;$ 136,13;5/29/2005;;;0
55-9395190;Benji;Jantet;7/27/1980;mujer;Accounting;$ 155,34;10/22/2003;2009-09-29 18:56:49 UTC;;0
55-9431194;Gabey;Gallichiccio;7/6/1980;hombre;Sales;$ 153,36;10/2/2013;;;0
55-9452448;Ludwig;Mammatt;3/15/1993;mujer;Engineering;$ 178,63;2/28/2019;2038-11-27 11:36:12 UTC;;0
55-9497518;Miguelita;Nicholls;8/26/2000;hombre;Engineering;$ 139,81;10/19/2011;;;0
55-9548423;Shadow;Litton;11/5/1978;hombre;Sales;$ 113,44;3/17/2015;;;0
55-9552679;Glen;Felton;9/2/1974;mujer;Engineering;$ 137,03;11/30/2003;;;1
55-9578717;Donalt;Oldknow;3/1/1983;mujer;Services;$ 154,34;7/2/2005;;;0
55-9634754;Marigold;Pavitt;5/29/1999;mujer;Engineering;$ 166,18;8/4/2015;;;1
55-9638871;Becca;Doiley;5/22/1996;hombre;Services;$ 73,18;5/9/2002;;;1
55-9690086;Kaylee;Matteoli;6/5/2000;hombre;Marketing;$ 179,51;2/5/2004;;;0
55-9714938;Ingaborg;Jeakins;3/6/1991;mujer;Human Resources;$ 76,49;6/4/2018;;;0
55-9730248;Torie;Pickersgill;12/31/1974;hombre;Human Resources;$ 181,30;9/29/2018;;;1
55-9738225;Sidonnie;Lydiatt;11/28/1987;hombre;Accounting;$ 114,60;12/11/2019;;;1
55-9742863;Elysia;Rosenqvist;6/19/1976;hombre;Human Resources;$ 158,08;8/8/2013;;;0
55-9858230;Heloise;Lavens;1/25/1991;mujer;Training;$ 116,38;12/25/2015;;;0
55-9876976;Nesta;MacIlory;2/16/1973;hombre;Sales;$ 92,57;7/29/2018;;;1
55-9896796;Yard;Sturch;8/16/1987;mujer;Accounting;$ 184,84;10/17/2007;;;1
55-9910122;Gypsy;McConnal;2/18/1980;mujer;Accounting;$ 104,43;5/23/2007;;;1
56-0075468;Lazar;Komorowski;7/30/1967;mujer;Research and Development;$ 115,59;12/18/2002;;;0
56-0102419;Rosalie;Vedishchev;11/28/1984;hombre;Engineering;$ 66,25;10/24/2018;;;0
56-0152909;Harbert;Bamber;1/2/1972;hombre;Business Development;$ 127,96;4/3/2004;;;0
56-0196505;Tarrah;Nellen;2/16/1982;hombre;Accounting;$ 103,56;3/1/2019;;;1
56-0282441;Starla;Teggart;2/6/1966;mujer;Accounting;$ 101,78;12/2/2003;;;0
56-0339574;Gert;Avrasin;11/14/1994;mujer;Accounting;$ 75,84;6/5/2004;;;1
56-0393225;Letitia;Starbuck;3/1/2002;mujer;Human Resources;$ 159,87;9/4/2020;;;1
56-0394613;Maddy;Devereu;9/7/1999;mujer;Accounting;$ 164,66;8/16/2009;;;0
56-0396463;Gerrie;Errowe;5/12/1994;mujer;Training;$ 142,85;4/23/2013;;;0
56-0410865;Lucina;Ruddock;10/7/1989;mujer;Sales;$ 162,34;2/19/2019;2036-04-09 02:26:54 UTC;;0
56-0442576;Lorrie;Clawson;2/3/1995;mujer;Research and Development;$ 82,17;9/27/2009;2012-09-17 00:41:38 UTC;;0
56-0498435;My;Haddrell;5/28/1982;mujer;Business Development;$ 167,55;12/11/2013;;;0
56-0538928;Lombard;Gooderridge;10/13/1999;mujer;Sales;$ 137,60;8/30/2002;;;0
56-0540627;Belia;Aitken;8/11/1970;mujer;Business Development;$ 65,54;3/26/2013;;;1
56-0597545;Costa;Kassel;2/18/1993;hombre;Services;$ 126,51;8/25/2001;;;0
56-0619584;Alissa;Schorah;11/9/1966;hombre;Sales;$ 145,23;8/5/2010;;;1
56-0703090;Pyotr;Emerine;11/15/1993;mujer;Business Development;$ 117,31;5/8/2002;;;1
56-0765394;Kort;Dunsmore;2/7/1971;mujer;Sales;$ 131,26;9/26/2012;;;0
56-0814709;Desi;Hansel;7/29/1973;hombre;Sales;$ 114,83;3/23/2010;;;0
56-0817791;Fonz;Lightbourne;1/4/1979;hombre;Research and Development;$ 138,21;5/2/2008;;;0
56-0818133;Ilyse;Diss;10/8/1999;hombre;Engineering;$ 113,37;7/5/2019;2037-05-25 17:27:29 UTC;;0
56-0952373;Camala;Ebbers;2/12/1970;hombre;Services;$ 123,43;5/10/2002;2008-07-31 13:09:40 UTC;;0
56-1030257;Kaitlynn;Moroney;3/10/1982;mujer;Engineering;$ 107,91;8/1/2015;;;0
56-1056597;Burgess;McCrone;2/12/1989;hombre;Product Management;$ 139,63;4/17/2016;;;0
56-1082264;Maxine;Sokale;5/19/1984;hombre;Engineering;$ 135,13;10/27/2009;;;1
56-1092991;Bernetta;Androlli;5/20/1970;mujer;Business Development;$ 88,27;4/25/2019;;;1
56-1096657;Brade;Oven;11/21/1987;mujer;Human Resources;$ 147,31;5/26/2006;;;0
56-1098943;Balduin;Bosman;5/26/1998;hombre;Human Resources;$ 83,87;3/22/2003;;;0
56-1130804;Andrew;Hasley;5/26/1982;hombre;Training;$ 72,73;2/7/2001;;;1
56-1131427;George;Skaife;3/8/1966;hombre;Product Management;$ 113,71;2/23/2001;2017-06-08 08:03:32 UTC;;1
56-1139934;Calv;Sainter;3/14/1984;mujer;Product Management;$ 89,42;1/27/2015;;;0
56-1305688;Camala;Slowcock;12/12/1985;hombre;Services;$ 65,18;2/11/2014;;;1
56-1459186;Risa;Serchwell;11/6/1973;hombre;Sales;$ 165,70;8/12/2001;2017-02-28 22:25:07 UTC;;1
56-1462617;Allayne;Torrans;12/18/1988;mujer;Research and Development;$ 98,75;11/16/2014;;;0
56-1472745;Robinson;Press;1/22/1995;mujer;Support;$ 184,92;5/20/2007;2013-09-04 18:21:17 UTC;;1
56-1517274;Glenden;Arthurs;4/22/1996;mujer;Engineering;$ 119,05;10/31/2012;;;0
56-1549625;Meade;Izakoff;4/7/1992;hombre;Accounting;$ 181,25;8/6/2004;;;1
56-1578117;Felipa;Loxly;10/15/1970;hombre;Sales;$ 136,36;11/8/2016;;;1
56-1589279;Melloney;Braun;11/30/1976;mujer;Engineering;$ 75,81;7/8/2017;2032-07-10 05:33:09 UTC;;1
56-1597219;Willetta;Labdon;12/27/1985;mujer;Human Resources;$ 138,72;7/25/2018;;;0
56-1640619;Donielle;Winward;3/16/1974;hombre;Legal;$ 132,33;9/27/2012;2017-03-29 02:05:50 UTC;;0
56-1678398;Biddie;Kemme;7/8/1990;mujer;Engineering;$ 149,49;4/23/2006;2014-06-01 18:24:59 UTC;;1
56-1713023;Karim;Rolls;1/1/1982;hombre;Training;$ 184,35;1/18/2020;;;0
56-1729740;Gabie;Oakley;8/19/1966;hombre;Engineering;$ 104,71;12/14/2019;;;0
56-1850343;Mela;Tipens;2/24/1972;hombre;Engineering;$ 147,84;5/27/2002;;;1
56-1876263;Rhiamon;Steadman;3/18/1989;hombre;Engineering;$ 92,28;12/29/2000;;;1
56-1881072;Judon;Edrich;12/17/1965;hombre;Business Development;$ 100,50;7/8/2012;;;1
56-1949392;Phillip;Yesichev;2/16/1987;mujer;Human Resources;$ 168,20;10/16/2010;;;0
56-2053838;Andras;Warlock;6/6/2000;hombre;Sales;$ 180,15;5/14/2006;;;0
56-2077742;Chet;Ranscomb;12/28/1977;mujer;Engineering;$ 77,64;1/18/2002;;;1
56-2183379;Valentia;Everest;8/9/1968;mujer;Sales;$ 90,03;1/19/2011;;;1
56-2234506;Matilde;Eldrid;8/15/1988;hombre;Business Development;$ 93,40;5/11/2007;;;1
56-2258637;Addie;Heliar;8/7/1994;mujer;Research and Development;$ 126,49;8/28/2020;;;1
56-2278889;Alfie;Goldstein;2/22/1980;hombre;Services;$ 137,73;5/22/2001;;;0
56-2293333;Sandor;Heathwood;10/3/1982;hombre;Engineering;$ 149,68;1/18/2011;2025-07-04 22:33:24 UTC;;0
56-2304297;Klarrisa;Gherarducci;12/30/1978;mujer;Engineering;$ 156,57;8/16/2006;2025-10-07 23:10:53 UTC;;0
56-2344729;Devlen;Mathiassen;9/24/2000;hombre;Sales;$ 166,16;6/24/2006;;;1
56-2362004;Nicoli;Klimpke;1/10/1974;mujer;Accounting;$ 117,33;5/8/2006;2021-02-18 04:52:06 UTC;;1
56-2400071;Louisette;Pettiford;3/10/1981;mujer;Sales;$ 165,47;12/25/2014;;;1
56-2448810;Elset;Knapman;9/3/1989;hombre;Engineering;$ 156,03;1/6/2008;;;0
56-2469845;Gwenni;Tatlock;11/21/1995;hombre;Engineering;$ 95,20;9/26/2020;;;0
56-2500311;Gretta;Godfery;4/25/1978;hombre;Engineering;$ 134,51;8/28/2017;;;0
56-2501774;Millicent;Barbery;12/30/1966;hombre;Engineering;$ 129,53;11/21/2020;;;0
56-2556795;Lenora;Climie;8/14/1970;hombre;Accounting;$ 129,98;7/28/2020;;;0
56-2614133;Derrek;de Clerq;9/25/1967;mujer;Accounting;$ 176,60;11/25/2013;;;0
56-2745861;Payton;Hamson;4/27/1976;mujer;Engineering;$ 69,10;12/11/2008;;;1
56-2763944;Kirstyn;Tettley;6/23/1970;hombre;Engineering;$ 111,45;3/13/2020;;;0
56-2772341;Cele;Parkhouse;4/19/1982;hombre;Accounting;$ 82,42;7/9/2001;;;1
56-2818215;Barnabe;Tomaino;6/21/1970;hombre;Marketing;$ 138,73;1/18/2009;2028-05-07 02:12:28 UTC;;0
56-2821634;Cherie;Carine;11/2/1976;hombre;Legal;$ 159,30;12/18/2009;;;0
56-2827440;Marylinda;Brushfield;7/6/1985;hombre;Support;$ 98,66;3/9/2004;2013-04-22 05:27:22 UTC;;1
56-2847801;Julina;Fuggle;8/13/2002;mujer;Accounting;$ 90,61;5/25/2014;;;0
56-2899080;Kalle;Sabie;8/19/1998;mujer;Accounting;$ 93,18;8/23/2019;;;0
56-2942434;Tessi;Libreros;8/19/1999;mujer;Engineering;$ 97,11;6/20/2006;;;1
56-2985077;Harrison;Marrill;2/12/2000;hombre;Engineering;$ 65,72;10/16/2011;;;0
56-2989770;Gerrie;Kilgallen;5/20/1983;hombre;Services;$ 135,78;7/17/2009;;;0
56-3030064;Viva;Dunkerton;2/16/1989;mujer;Engineering;$ 184,49;11/22/2002;;;1
56-3191818;Lloyd;Luby;11/25/1992;mujer;Engineering;$ 83,18;3/17/2016;;;1
56-3206272;Ursala;Sweetzer;2/1/1991;hombre;Engineering;$ 181,44;10/17/2019;;;0
56-3223794;Biron;Cicetti;6/7/1987;mujer;Support;$ 88,08;6/2/2008;;;1
56-3225130;Ashien;Eustace;12/27/1975;mujer;Engineering;$ 178,11;7/9/2015;;;0
56-3262768;Irwin;Greenroyd;3/11/2000;mujer;Human Resources;$ 128,03;6/19/2007;;;0
56-3275855;Daisi;Semeradova;9/11/1989;hombre;Accounting;$ 68,27;6/22/2002;;;1
56-3289299;Bard;Mott;1/12/1969;mujer;Services;$ 148,23;9/21/2011;2030-10-01 01:04:42 UTC;;1
56-3456420;Tedra;Kiloh;2/7/1985;mujer;Marketing;$ 102,63;4/30/2017;2019-12-02 13:05:29 UTC;;1
56-3642741;Riley;Fermoy;4/17/1976;mujer;Accounting;$ 123,94;10/19/2020;2032-11-23 03:26:50 UTC;;0
56-3865581;Cal;O'Hannay;2/23/1981;hombre;Product Management;$ 103,91;8/18/2005;;;1
56-3881641;Adora;Woolveridge;12/17/1969;hombre;Services;$ 92,67;1/27/2004;;;0
56-3920986;Dara;Pavic;9/14/1986;hombre;Accounting;$ 80,83;1/5/2015;;;1
56-4104601;Clair;Enevoldsen;10/2/1979;hombre;Human Resources;$ 105,90;9/19/2013;;;0
56-4205212;Corny;Makepeace;7/28/1998;hombre;Product Management;$ 139,49;5/6/2018;;;1
56-4206697;Petronilla;Witling;1/31/1978;mujer;Research and Development;$ 150,44;10/12/2003;;;0
56-4225744;Mella;Lennox;8/19/1984;mujer;Human Resources;$ 130,88;4/28/2005;;;0
56-4255258;Evyn;Luno;4/12/1979;hombre;Legal;$ 151,76;11/24/2009;;;0
56-4289852;Felike;Vallentin;10/20/1996;mujer;Services;$ 148,64;5/10/2016;;;1
56-4339361;Carmella;Storrie;4/7/1975;mujer;Training;$ 180,20;10/27/2012;2019-11-11 14:33:20 UTC;;0
56-4380956;Dukey;Overlow;11/25/1978;hombre;Training;$ 153,30;10/25/2018;;;0
56-4589250;Sheffie;Izzard;4/17/1986;hombre;Sales;$ 129,22;10/14/2018;;;1
56-4603530;Jan;Prestie;12/29/1979;hombre;Business Development;$ 84,76;5/19/2013;;;0
56-4649744;Dalia;Olland;2/18/1987;hombre;Engineering;$ 175,60;8/14/2017;;;0
56-4701209;Elsy;Gozzard;1/16/2000;mujer;Training;$ 115,92;1/27/2001;;;1
56-4746306;Koressa;Itzhaki;5/31/1981;mujer;Engineering;$ 166,36;5/14/2013;;;0
56-4833147;Giralda;Fielders;12/11/1998;mujer;Engineering;$ 104,56;12/11/2007;;;1
56-4926837;Naomi;Vankov;8/23/1994;mujer;Marketing;$ 74,70;4/11/2006;2017-12-04 23:01:47 UTC;;0
56-4971159;Freddie;McPeck;8/26/1993;hombre;Sales;$ 112,65;8/29/2010;;;0
56-5047486;Celesta;Remer;5/29/1982;hombre;Accounting;$ 131,93;1/7/2005;;;0
56-5114021;Bartram;Copozio;4/7/1998;hombre;Services;$ 159,04;9/19/2013;;;0
56-5141382;Madeleine;Wakeling;4/28/1998;mujer;Accounting;$ 131,01;10/25/2020;2039-01-27 05:52:40 UTC;;1
56-5149210;Hamid;Siddons;4/13/1974;hombre;Support;$ 96,82;1/22/2003;;;1
56-5263692;Beilul;Ledingham;3/4/1995;hombre;Engineering;$ 180,19;11/24/2018;;;1
56-5292430;Trix;Balnaves;8/21/1971;mujer;Business Development;$ 137,24;6/14/2018;;;1
56-5315537;Gerty;Placido;1/16/2002;mujer;Services;$ 107,47;8/14/2019;;;0
56-5357175;Candra;Izaks;8/28/1989;hombre;Engineering;$ 127,92;5/16/2007;;;0
56-5368521;Janelle;David;3/28/1981;hombre;Accounting;$ 118,67;10/28/2001;;;0
56-5488001;Isidore;Davidson;12/23/1971;hombre;Services;$ 111,51;3/27/2018;;;0
56-5576373;Jo-ann;Botright;4/19/1982;hombre;Business Development;$ 149,95;6/9/2004;;;0
56-5729201;Almira;Saice;2/2/2001;mujer;Business Development;$ 126,49;2/17/2017;;;0
56-5770715;Jermain;Schoffel;8/28/1987;hombre;Engineering;$ 71,56;3/3/2018;;;0
56-5804803;Daron;Oxer;12/16/2000;hombre;Human Resources;$ 102,34;7/16/2016;;;0
56-5848534;Greggory;Fetherstan;1/25/1988;mujer;Accounting;$ 180,87;9/17/2007;2008-12-10 04:58:12 UTC;;1
56-5877028;Melony;Teaze;3/18/1995;mujer;Sales;$ 148,59;4/14/2015;;;0
56-5908327;Micky;Petroff;8/20/1990;hombre;Sales;$ 89,05;12/9/2000;;;1
56-5915804;Loise;Warlton;3/18/1985;hombre;Engineering;$ 95,29;10/11/2012;;;1
56-5927278;Levy;Beach;7/27/1981;hombre;Engineering;$ 155,27;5/3/2015;;;1
56-5947766;Archaimbaud;Balcombe;7/27/1978;mujer;Training;$ 85,28;4/3/2012;;;1
56-5962497;Orville;Zahor;4/10/1991;hombre;Services;$ 104,43;12/12/2014;;;0
56-5975550;Gilly;Gauthorpp;8/31/1970;mujer;Sales;$ 103,05;8/12/2014;;;1
56-6033657;Maximilianus;Wombwell;11/23/1992;mujer;Product Management;$ 71,42;1/29/2018;2030-07-01 03:04:13 UTC;;1
56-6043500;Lura;Pietrzyk;7/19/1970;mujer;Engineering;$ 102,37;11/16/2010;;;1
56-6052388;Drake;Snassell;12/15/1970;mujer;Human Resources;$ 136,83;10/20/2007;;;0
56-6065853;Gare;McIndrew;2/22/1974;hombre;Business Development;$ 152,16;4/17/2002;;;1
56-6086873;Christoph;Dark;3/15/1989;hombre;Services;$ 177,17;9/18/2012;;;1
56-6093149;Josi;Grenville;10/4/1976;mujer;Engineering;$ 70,44;2/17/2004;;;0
56-6258525;Trev;Pidgeon;11/17/1982;mujer;Engineering;$ 69,72;9/16/2005;2018-09-03 02:28:36 UTC;;0
56-6299728;Wilmette;Gioan;12/24/1994;mujer;Accounting;$ 151,63;3/12/2009;2018-02-25 14:35:28 UTC;;0
56-6335440;Audre;Hallihane;4/25/1987;mujer;Sales;$ 144,32;10/31/2002;2007-07-26 21:21:31 UTC;;1
56-6337936;Blinni;Atkin;9/5/1987;mujer;Services;$ 114,34;3/25/2002;2006-09-11 01:23:39 UTC;;0
56-6403832;Raviv;Annets;6/11/1979;mujer;Human Resources;$ 153,34;7/24/2001;2013-01-06 02:41:48 UTC;;0
56-6461628;Martina;Latey;5/12/1979;hombre;Legal;$ 101,03;12/30/2016;;;1
56-6471462;Pate;D'Alesio;11/30/1990;hombre;Sales;$ 88,03;3/26/2016;;;1
56-6530753;Sloan;Loble;11/4/2001;mujer;Accounting;$ 148,06;4/15/2001;;;1
56-6624140;Anestassia;Knappen;2/23/1971;mujer;Services;$ 171,26;1/12/2014;;;0
56-6638731;Bunni;Valadez;9/16/1995;mujer;Product Management;$ 104,76;10/26/2020;;;0
56-6773469;Alvina;McCadden;4/27/1995;hombre;Product Management;$ 114,20;9/13/2010;;;0
56-6813781;Remington;Studart;7/8/1991;mujer;Engineering;$ 158,45;3/14/2005;;;0
56-6817885;Rea;Broyd;3/10/1968;mujer;Services;$ 176,65;11/27/2008;;;0
56-6855264;Dorelle;Antonowicz;12/6/1994;mujer;Engineering;$ 158,33;2/17/2010;;;0
56-6884860;Kelsey;Load;4/5/1974;mujer;Accounting;$ 169,51;6/4/2017;;;1
56-6993291;Abra;Lippitt;7/24/1971;mujer;Training;$ 73,11;6/3/2001;;;1
56-7011301;Henka;Baumert;11/23/1967;hombre;Human Resources;$ 142,19;9/24/2016;;;0
56-7032083;Jackie;Wenden;5/10/1966;mujer;Accounting;$ 138,22;12/11/2015;2036-10-28 02:52:08 UTC;;0
56-7153486;Deeyn;Dagg;1/16/1997;hombre;Engineering;$ 112,83;1/15/2011;;;0
56-7247856;Dolph;Luckett;2/28/2002;mujer;Training;$ 138,57;12/12/2015;;;1
56-7320071;Saul;Ulrik;8/8/1978;hombre;Training;$ 176,02;1/23/2009;2014-05-19 14:34:40 UTC;;0
56-7324741;Bari;Birkwood;1/19/1976;mujer;Marketing;$ 176,11;10/21/2020;;;0
56-7354642;Pepe;Penkman;4/17/1987;hombre;Product Management;$ 131,31;11/9/2010;;;1
56-7596865;Mildred;Joanaud;11/17/1978;hombre;Training;$ 134,00;10/30/2015;;;1
56-7612572;Robina;Legging;2/28/2002;hombre;Sales;$ 164,91;11/23/2006;;;0
56-7714387;Dev;Pigdon;9/14/1990;hombre;Sales;$ 144,47;6/29/2008;;;0
56-7765950;Jeth;Champkins;7/22/1983;hombre;Engineering;$ 112,83;6/15/2010;;;1
56-7770018;Fabiano;McVeigh;1/1/1995;mujer;Training;$ 180,47;8/29/2002;;;1
56-7770630;Mic;Dehn;12/5/1982;mujer;Human Resources;$ 165,71;10/14/2014;;;0
56-7800444;Johny;Cours;7/17/1987;mujer;Engineering;$ 98,01;8/7/2015;;;1
56-7923425;Elna;Craigie;9/13/1985;mujer;Engineering;$ 114,58;12/10/2012;;;0
56-7925330;Budd;Eronie;12/9/1999;mujer;Research and Development;$ 176,24;6/4/2005;;;1
56-7955648;Pooh;Ducker;1/2/1976;hombre;Research and Development;$ 111,40;7/28/2012;;;0
56-8052893;Adriana;Evason;3/8/1986;mujer;Engineering;$ 87,52;7/10/2015;;;1
56-8206395;Iolande;Billham;8/18/1987;hombre;Sales;$ 93,07;2/2/2004;;;1
56-8242457;Tedd;Dobeson;12/16/1987;mujer;Engineering;$ 80,57;2/6/2007;;;1
56-8245352;Darcey;Rulf;1/25/1971;mujer;Business Development;$ 107,84;5/22/2010;;;1
56-8354782;Johnathan;Stoate;6/19/1993;hombre;Engineering;$ 162,79;6/7/2009;;;0
56-8357252;Clari;Lowsely;7/12/1975;hombre;Sales;$ 169,80;6/23/2008;;;0
56-8384769;Shoshanna;Sisland;9/7/2001;mujer;Business Development;$ 78,21;10/29/2012;;;0
56-8450963;Trumaine;Gherardini;2/2/1968;hombre;Human Resources;$ 79,74;2/16/2013;;;1
56-8655500;Johnath;Kenwell;3/3/1991;mujer;Human Resources;$ 111,80;5/10/2001;;;0
56-8659353;Daphene;Bengal;10/5/1977;hombre;Engineering;$ 129,37;2/1/2007;;;0
56-8682474;Braden;Sanney;10/8/2001;hombre;Engineering;$ 82,40;11/19/2008;2017-04-13 06:42:38 UTC;;0
56-8840114;Rosalia;Roath;3/29/1971;mujer;Sales;$ 111,85;12/21/2007;2022-08-07 08:40:35 UTC;;0
56-8845858;Aaron;    Horche;4/14/1976;hombre;Business Development;$ 71,96;6/28/2006;;December 3, 2019;0
56-8920707;Bree;Arnaez;12/8/1983;mujer;Sales;$ 95,68;5/1/2001;2005-10-08 23:20:41 UTC;;0
56-8944820;Damon;Stothard;6/12/1984;mujer;Sales;$ 168,61;9/13/2013;;;1
56-8992393;Jamaal;Brobak;12/14/1983;hombre;Research and Development;$ 116,89;3/23/2019;;;0
56-9035750;Payton;Yanne;10/10/1984;hombre;Accounting;$ 139,06;6/13/2001;;;1
56-9156799;Normand;Weatherhogg;2/19/1969;hombre;Engineering;$ 100,98;8/7/2008;2022-06-22 02:37:23 UTC;;0
56-9170943;Coretta;Angell;10/23/1988;hombre;Accounting;$ 169,17;9/11/2009;;;1
56-9200715;Cherish;Aylott;10/15/1987;hombre;Product Management;$ 106,04;1/27/2010;;;1
56-9277512;Clemens;Brooks;10/5/1981;mujer;Engineering;$ 114,84;8/3/2015;;;1
56-9382290;Barnie;Sayle;4/17/1986;mujer;Sales;$ 94,32;5/7/2006;2026-02-24 21:21:23 UTC;;1
56-9383605;Raphael;Blaszczynski;7/21/1978;hombre;Product Management;$ 135,21;10/21/2012;2019-08-10 15:30:07 UTC;;1
56-9402905;Rafi;Chestnutt;5/13/1991;mujer;Research and Development;$ 163,61;3/19/2005;;;1
56-9463280;Sanderson;Ivanchov;6/25/1986;hombre;Support;$ 99,94;3/1/2012;;;1
56-9480313;Mart;Boyles;5/7/1970;mujer;Services;$ 78,30;4/29/2009;;;1
56-9533756;Shell;Newport;10/2/1972;hombre;Business Development;$ 66,93;11/29/2007;;;0
56-9555495;Hansiain;Paulmann;6/12/2001;hombre;Services;$ 178,45;4/16/2008;;;0
56-9629683;Cindee;Dangl;6/18/1978;mujer;Marketing;$ 179,05;5/5/2007;;;0
56-9676208;Elga;Rides;1/26/1976;mujer;Legal;$ 181,22;8/16/2005;2017-12-23 21:05:05 UTC;;0
56-9691078;Jacques;Hamlyn;10/13/1980;mujer;Human Resources;$ 118,89;3/28/2004;;;0
56-9759465;Essa;Loos;6/22/1991;hombre;Accounting;$ 156,84;5/28/2014;;;0
56-9808827;Paddy;Doucette;10/5/1974;hombre;Engineering;$ 99,19;12/30/2009;;;0
56-9924111;Dorise;Grieswood;12/30/1997;hombre;Engineering;$ 162,58;1/5/2016;;;1
56-9932577;Ada;Friel;1/7/2001;hombre;Accounting;$ 157,74;9/10/2005;;;1
56-9932971;Mortimer;Gorthy;10/10/1968;hombre;Accounting;$ 160,93;10/30/2008;;;0
56-9959025;Marylinda;Lynas;4/9/1986;mujer;Human Resources;$ 126,93;7/26/2020;;;1
57-0014634;Modesta;Diamond;11/9/1966;hombre;Research and Development;$ 68,20;1/3/2018;;;0
57-0018229;Leontine;Filippi;11/19/1969;hombre;Engineering;$ 115,88;11/3/2001;2020-01-29 02:26:52 UTC;;1
57-0024011;April;Wolpert;2/23/1983;mujer;Accounting;$ 141,44;7/6/2020;;;0
57-0039815;Magdalene;Marks;1/15/1999;hombre;Sales;$ 175,82;5/30/2009;;;1
57-0121001;Roselin;Finder;5/7/1995;mujer;Human Resources;$ 69,13;5/13/2012;;;1
57-0137536;Fabio;Skacel;8/20/1990;hombre;Sales;$ 144,88;7/18/2009;;;1
57-0153979;Tobye;Wooff;4/4/1969;hombre;Training;$ 157,12;9/7/2001;;;0
57-0156780;Marcille;Feely;7/11/1984;mujer;Research and Development;$ 88,88;7/17/2009;;;0
